first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Asher,Agbinone,Agbinone,Midfielder,CRY,8.674833063933239,10.918524775497957,,,,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.05102315645513,2.2951083742776004,1.3266138300968304,1.5728099278948906,2.429277775208786,2.243691711564719,,,,,,,0.0,0.0,Crystal Palace,38
Charlie,Tasker,Tasker,Defender,BHA,8.658054538613468,10.863699705361638,,,,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774555653435438,2.150112626411005,1.3793853135884098,1.4702819254209052,2.6808191078496044,2.20564516674817,,,,,,,0.0,0.0,Brighton,38
TJ,Carroll,Carroll,Defender,AVL,8.532441480581209,10.774938192110007,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141606595672126,1.7576271528251648,1.6599011985369838,1.649830995623368,2.4509214740284806,2.242496711528797,,,,,,,0.0,0.0,Aston Villa,38
Leon,Routh,Leon Routh,Defender,AVL,8.532441480581209,10.774938192110007,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141606595672126,1.7576271528251648,1.6599011985369838,1.649830995623368,2.4509214740284806,2.242496711528797,,,,,,,0.0,0.0,Aston Villa,38
Armando,Broja,Broja,Forward,BUR,9.484674983799358,10.747813812420542,100.0,100.0,,5.2,0.1,0.0,8.3,43,0,1.8,0.0,0.23,0.02,0.25,,102.0,78.9,207.0,38.5,0.0,1,1,1,27,8,0.0,0.0,0.0,0.0,0.0,0.0,1.5461144556251984,1.8592368241370008,1.8473039298786478,1.9851542291350373,2.246865545023475,1.2631388286211829,,,,,,,0.0,0.0,Burnley,38
Romelle,Donovan,Donovan,Midfielder,BRE,8.822024420071962,10.725245294686767,,,,4.4,0.1,0.0,0.9,4,0,1.0,0.0,0.21,0.02,0.23,,8.4,11.5,21.0,4.2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9546507332483287,2.0490109823339617,1.6470918597512842,1.6826067334457293,2.4886641112926586,1.9032208746148043,,,,,,,0.0,0.0,Brentford,38
Owen,Bevan,Bevan,Defender,BOU,8.325174490788532,10.692238411596021,,,,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0256639157877547,1.9633528355525391,1.6672288927336252,1.7713603983668922,1.8975684483477206,2.367063920807489,,,,,,,0.0,0.0,Bournemouth,38
Nathan,Fraser,Fraser,Forward,WOL,8.331865070886991,10.639162602354782,,,,4.2,1.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0446844941906193,1.8666991190265716,1.9548120894886927,1.7250306263103445,1.7406387418707636,2.307297531467791,,,,,,,0.0,0.0,Wolves,38
Travis,Patterson,Patterson,Defender,AVL,8.368148664090304,10.589130973938545,,,,3.9,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.010723185719796,1.7254983574919094,1.6363482198569257,1.6376619486814623,2.357916952340211,2.22098230984824,,,,,,,0.0,0.0,Aston Villa,38
Marli,Salmon,Salmon,Defender,ARS,8.186068445935476,10.542835577366095,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0299206141817168,1.948428190054411,1.6371394432203978,1.709163818386707,1.8614163800922434,2.3567671314306193,,,,,,,0.0,0.0,Arsenal,38
Seth,Ridgeon,Ridgeon,Midfielder,FUL,8.173254295624577,10.528315185843951,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0608717443314122,2.517318863232008,1.2415548372728256,1.6457702689147518,1.707738581873581,2.355060890219374,,,,,,,0.0,0.0,Fulham,38
Max,Alleyne,Alleyne,Defender,MCI,8.067999857162022,10.512239347297065,100.0,100.0,,3.9,0.0,0.0,1.3,5,0,2.5,0.0,0.17,0.04,0.21,,34.0,14.8,26.0,7.5,0.0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.287181889892827,1.9324886145181255,1.3534633164632324,1.6247047034584643,1.8701613328293722,2.444239490135044,,,,,,,0.0,0.0,Man City,38
Mamadou,Sarr,M.Sarr,Defender,CHE,8.357826884425801,10.511553673861236,100.0,100.0,,4.5,0.0,0.0,0.7,3,0,1.0,0.0,0.32,0.0,0.32,,6.4,0.1,7.0,1.3,0.0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.3280412605636405,1.6917258814081255,1.7710704025422468,1.7234392228643856,1.8435501170474027,2.1537267894354346,,,,,,,0.0,0.0,Chelsea,38
Brayden,Clarke,Clarke,Defender,ARS,8.079353715124059,10.50684126507415,,,,3.7,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0292590888589848,1.8010860972760212,1.631138104400872,1.7883889019339765,1.8294815226542052,2.427487549950092,,,,,,,0.0,0.0,Arsenal,38
Chido,Obi,Obi,Forward,MUN,8.447151709139781,10.495229836695128,,,,4.2,1.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0295547144236183,1.8681408543155458,2.074540105325407,1.7050384426487648,1.7698775924264454,2.0480781275553452,,,,,,,0.0,0.0,Man Utd,38
Conor,McManus,McManus,Defender,BRE,8.267375523367232,10.467215312309232,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0054625958705024,1.6537968550375817,1.6128661864043201,1.6454017947878505,2.3498480912669772,2.1998397889420005,,,,,,,0.0,0.0,Brentford,38
Joshua,Stephenson,Stephenson,Defender,BRE,8.267375523367232,10.467215312309232,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0054625958705024,1.6537968550375817,1.6128661864043201,1.6454017947878505,2.3498480912669772,2.1998397889420005,,,,,,,0.0,0.0,Brentford,38
Ollie,Shield,Shield,Defender,BRE,8.267375523367232,10.467215312309232,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0054625958705024,1.6537968550375817,1.6128661864043201,1.6454017947878505,2.3498480912669772,2.1998397889420005,,,,,,,0.0,0.0,Brentford,38
Diego,León Blanco,D.Leon,Defender,MUN,8.114592760803156,10.462521091388403,,,,4.1,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.024698639291382,1.8737096784298435,1.6383440248483845,1.7716852137596606,1.8061552044738858,2.3479283305852476,,,,,,,0.0,0.0,Man Utd,38
Jenson,Jones,Jenson Jones,Defender,SUN,8.235230236747853,10.37966801080036,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.979770852450881,1.88426239070702,1.3301303888441813,1.5393489379282586,2.5017176668175116,2.144437774052507,,,,,,,0.0,0.0,Sunderland,38
Kieran,Morrison,Morrison,Midfielder,LIV,8.028500855261226,10.371088078275367,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0608717443314122,2.408123346489755,1.2296096004479988,1.6343845285936562,1.6955116353984037,2.3425872230141405,,,,,,,0.0,0.0,Liverpool,38
Harrison,Reed,Reed,Midfielder,FUL,8.111784929686332,10.352594581134685,100.0,100.0,,4.3,0.3,0.0,3.5,15,0,2.1,0.0,0.13,0.46,0.59,,42.0,44.4,11.0,9.7,0.0,1,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.3913617166798742,1.6316697961770894,1.3571647732751224,1.7351591626994696,1.996429480854776,2.240809651448354,,,,,,,0.0,0.0,Fulham,38
Godwill,Kukonki,Kukonki,Defender,MUN,7.99035010602454,10.302012076085823,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233643494675613,1.805030743846793,1.5911776624016858,1.7834871617592536,1.7872901885492458,2.311661970061283,,,,,,,0.0,0.0,Man Utd,38
Donyell,Malen,Malen,Midfielder,AVL,7.905360088046368,10.285185497389074,0.0,0.0,has joined Roma on loan for the rest of the season.,5.1,0.4,0.0,10.8,55,0,2.6,0.0,0.57,0.05,0.62,,183.4,99.7,290.0,56.3,0.0,4,2,1,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3561587727351087,1.1456706866022648,1.9543682247800784,2.377822092946789,2.0713403109821273,2.3798254093427063,,,,,,,0.0,0.0,Aston Villa,38
Jadon,Sancho,Sancho,Midfielder,AVL,8.699013214996949,10.270609201524282,100.0,100.0,,5.8,0.2,0.0,6.4,37,0,1.6,0.0,0.06,0.2,0.26,,130.2,290.6,193.0,61.6,0.0,0,2,2,10,9,0.0,0.0,0.0,0.0,0.0,0.0,1.463939372365546,1.595335246418283,1.9957419387495605,1.5554901797816374,2.088506477681923,1.5715959865273326,,,,,,,0.0,0.0,Aston Villa,38
Miodrag,Pivaš,Pivas,Defender,NEW,7.934217789395773,10.26691099312876,,,,3.8,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0206512232630964,1.6652441842926435,1.6218811645827147,1.850004871545153,1.7764363457121661,2.332693203732987,,,,,,,0.0,0.0,Newcastle,38
Leo,Shahar,Shahar,Defender,NEW,7.950306900946243,10.246435891112073,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0228622584199987,1.7819638506993398,1.6122597911865684,1.7834871617592536,1.7497338388810824,2.29612899016583,,,,,,,0.0,0.0,Newcastle,38
Saheed,Olagunju,Olagunju,Defender,WOL,7.979395477738448,10.243410586386428,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0361742119214332,1.8948655698332462,1.494167999452367,1.7584133402496345,1.7957743562817678,2.264015108647979,,,,,,,0.0,0.0,Wolves,38
Kaye,Furo,Furo,Forward,BRE,8.001581275563748,10.227619153385746,100.0,100.0,,4.5,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2816916299355985,1.3444218722065633,1.714854686489173,1.489477663521617,2.171135423410795,2.226037877821999,,,,,,,0.0,0.0,Brentford,38
Josh,Nichols,Nichols,Defender,ARS,7.880791688885547,10.195443795765021,,,,3.7,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.017281519517969,1.777097212030058,1.5406697022517886,1.7665797221720096,1.7791635329137216,2.3146521068794734,,,,,,,0.0,0.0,Arsenal,38
Wesley,Fofana,Fofana,Defender,CHE,7.814654029080005,10.180784764660565,100.0,0.0,Suspended until 05 Sep,4.4,0.4,0.0,14.8,65,-2,2.6,0.0,0.04,0.03,0.07,,463.6,65.6,74.0,60.4,61.0,0,2,4,25,20,7.0,10.327868852459016,0.0,7.0,3.0,0.0,1.0354337554446902,1.6263275604965421,1.584039769525552,1.5579769561174306,2.01087598749579,2.36613073558056,,,,,,,7.0,10.327868852459016,Chelsea,38
Braiden,Graham,Graham,Forward,EVE,7.946147327909074,10.1717294662561,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0301266307140615,1.8571800000539427,1.8491612117436445,1.623664571506472,1.5860149138909532,2.2255821383470265,,,,,,,0.0,0.0,Everton,38
Leon,Chiwome,Chiwome,Forward,WOL,7.841209014943094,10.13691459666125,100.0,100.0,,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.302283359311518,1.7250984551814306,1.525823880754409,1.6784385707205196,1.609564748975217,2.2957055817181553,,,,,,,0.0,0.0,Wolves,38
Reece,Welch,Welch,Defender,EVE,7.758879631019488,10.047715373371506,,,,3.8,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0161227825693455,1.6240054602272183,1.5281172494623645,1.8539024921846252,1.736731646575934,2.2888357423520196,,,,,,,0.0,0.0,Everton,38
Freddie,Woodman,Woodman,Goalkeeper,LIV,8.198086912633617,10.000400323236157,,,,3.9,0.3,0.0,1.5,6,0,2.0,0.0,0.0,0.0,0.0,,83.8,0.0,0.0,8.4,0.0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,1.100972879004253,2.3558523387785395,1.2628749577581393,1.486589108536258,1.9917976285564283,1.8023134106025407,,,,,,,0.0,0.0,Liverpool,38
Eliezer,Mayenda Dossou,Mayenda,Forward,SUN,8.431338731264685,9.949289638207725,,,,5.1,0.5,0.0,7.8,40,0,2.0,0.0,0.26,0.03,0.29,,117.6,53.8,188.0,35.5,0.0,2,0,3,9,8,0.0,0.0,0.0,0.0,0.0,0.0,1.1200018292866885,1.6783550827864293,1.75404611806871,1.4483803783709182,2.4305553227519394,1.517950906943041,,,,,,,0.0,0.0,Sunderland,38
Dwight,McNeil,McNeil,Midfielder,EVE,8.661993934152243,9.912901645746883,,,,5.5,0.1,0.0,9.6,53,0,2.4,0.0,0.11,0.15,0.26,,140.6,242.4,138.0,52.2,0.0,0,3,6,9,14,0.0,0.0,0.0,0.0,0.0,0.0,1.2133462877081964,1.6583617748103563,1.5427522162093974,2.371156686972814,1.8763769684514795,1.2509077115946408,,,,,,,0.0,0.0,Everton,38
Stefan,Ortega Moreno,Ortega Moreno,Goalkeeper,NFO,7.636913286345208,9.858878843092604,100.0,100.0,,4.7,0.2,0.0,2.3,11,0,3.7,0.0,0.0,0.0,0.0,,68.6,0.0,0.0,6.9,0.0,0,0,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.1757576568089356,1.7873771483324838,1.318955344784611,1.5902025602821925,1.7646205761369842,2.2219655567473957,,,,,,,0.0,0.0,Nott'm Forest,38
Matai,Akinmboni,Akinmboni,Defender,BOU,7.374151116113952,9.83916664039818,100.0,100.0,,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2888330075121281,1.5471186232152085,1.2750897414362332,1.4817974873050526,1.7813122566453299,2.4650155242842287,,,,,,,0.0,0.0,Bournemouth,38
Son,Heung-min,Son,Midfielder,TOT,6.354668347539969,9.831972879856679,0.0,0.0,has joined Los Angeles FC permanently.,8.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.45980870545179403,0.8312534468873678,1.1488751254936531,2.0439571801799303,1.8707738895272228,3.4773045323167104,,,,,,,0.0,0.0,Spurs,38
George,King,King,Defender,CRY,7.755211221930372,9.823224092297696,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0020300274749132,1.7173524182123765,1.244044373103102,1.561992856591294,2.2297915465486864,2.0680128703673235,,,,,,,0.0,0.0,Crystal Palace,38
Dean,Benamar,Benamar,Defender,CRY,7.755211221930372,9.823224092297696,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0020300274749132,1.7173524182123765,1.244044373103102,1.561992856591294,2.2297915465486864,2.0680128703673235,,,,,,,0.0,0.0,Crystal Palace,38
Jun'ai,Byfield,Byfield,Defender,TOT,7.597493834233157,9.803473152921612,,,,4.0,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.4,0.5,0.0,0.1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0423892158329564,2.018821790657256,1.21797240266765,1.6384283172837453,1.6798821077915496,2.205979318688455,,,,,,,0.0,0.0,Spurs,38
Callum,Hudson-Odoi,Hudson-Odoi,Midfielder,NFO,7.580789907028963,9.787633120348664,0.0,0.0,Muscle injury - Expected back 01 Jun,5.7,0.6,0.0,15.4,88,0,2.9,0.0,0.14,0.15,0.29,,366.6,611.7,330.0,130.6,0.0,3,4,6,26,21,0.0,0.0,0.0,0.0,0.0,0.0,0.4064035936501727,1.458542311677817,1.5905041452604562,1.4881133616199889,2.637226494820529,2.2068432133197002,,,,,,,0.0,0.0,Nott'm Forest,38
Adam,Aznou,Aznou,Defender,EVE,7.333344751591379,9.783617767959235,100.0,100.0,,4.2,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2934848718232095,1.497632365099982,1.2936686447927104,1.4816700112473655,1.7668888586281115,2.4502730163678565,,,,,,,0.0,0.0,Everton,38
Nathan,Patterson,Patterson,Defender,EVE,7.6642823219073986,9.75114184256643,100.0,100.0,,4.4,0.0,0.0,5.0,22,0,3.1,0.0,0.01,0.02,0.03,,65.6,6.4,17.0,8.8,0.0,0,0,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.1039812169269623,1.6165738353566044,1.6947181898158998,1.416615532216417,1.8323935475915145,2.08685952065903,,,,,,,0.0,0.0,Everton,38
Chris,Rigg,Rigg,Midfielder,SUN,8.167304017978728,9.69191487656602,,,,4.7,0.1,0.0,7.7,36,1,2.0,0.0,0.1,0.11,0.21,,114.6,142.8,103.0,36.0,1.0,1,1,3,11,11,0.0,0.0,0.0,0.0,0.0,0.0,1.2124031178270052,1.7116988941433038,1.6505072124356968,1.5587024109088903,2.0339923826638318,1.5246108585872928,,,,,,,0.0,0.0,Sunderland,38
Julio,Enciso Espínola,Enciso,Midfielder,BHA,6.500814994698301,9.662592259506813,0.0,0.0,has joined Strasbourg permanently.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471849374194967,0.6101409913051083,1.0832806703597635,1.4935121468224153,2.866696248791516,3.1617772648085114,,,,,,,0.0,0.0,Brighton,38
Abdallah,Sima,Sima,Midfielder,BHA,6.500814994698301,9.662592259506813,0.0,0.0,has joined Lens permanently.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471849374194967,0.6101409913051083,1.0832806703597635,1.4935121468224153,2.866696248791516,3.1617772648085114,,,,,,,0.0,0.0,Brighton,38
Hákon Rafn,Valdimarsson,Valdimarsson,Goalkeeper,BRE,7.720337288778212,9.65639415779221,,,,3.8,1.0,0.0,0.3,1,0,1.0,0.0,0.0,0.0,0.0,,13.0,0.0,0.0,1.3,0.0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0212096947048201,1.7139356344032846,1.783190490391684,1.3269034461053453,1.875098023173078,1.936056869013999,,,,,,,0.0,0.0,Brentford,38
Samuel,Iling-Junior,Iling Jr,Midfielder,AVL,6.870555710527036,9.635111124995353,0.0,0.0,has joined Pisa on loan for the rest of the season.,5.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.44849014654893005,0.734863765647824,1.4298198729999276,1.530358687369342,2.7270232379610118,2.764555414468317,,,,,,,0.0,0.0,Aston Villa,38
Jacob,Bruun Larsen,Bruun Larsen,Midfielder,BUR,7.939465988007025,9.58725529434767,100.0,100.0,,5.2,0.0,0.0,7.9,41,1,1.5,0.0,0.12,0.1,0.22,,121.0,212.4,140.0,47.4,5.0,0,1,3,29,10,0.0,0.0,0.0,0.0,0.0,0.0,1.6303813752979646,1.6732655950448057,1.4259244639010442,1.0892695567440631,2.1206249970191475,1.647789306340645,,,,,,,0.0,0.0,Burnley,38
Anton,Stach,Stach,Midfielder,LEE,7.304767384571241,9.557885574699728,0.0,0.0,Ankle injury - Expected back 01 Jun,4.8,1.7,0.0,28.5,137,0,4.7,0.0,0.11,0.17,0.28,,650.0,921.4,315.0,188.8,0.0,5,6,7,36,28,0.0,0.0,0.0,0.0,0.0,0.0,0.32275319607553865,0.7270033444073709,1.6998549425053548,2.1976635820454917,2.357492319537485,2.253118190128487,,,,,,,0.0,0.0,Leeds,38
Tammy,Abraham,Abraham,Forward,AVL,7.811723470003525,9.543915513959638,,,,5.7,0.2,0.0,4.0,23,0,1.9,0.0,0.66,0.12,0.78,,87.2,49.2,136.0,27.1,0.0,2,0,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9895059539648831,1.55686706449409,1.53551920288349,1.6056956024452191,2.1241356462158425,1.732192043956113,,,,,,,0.0,0.0,Aston Villa,38
Luis,Díaz Marulanda,Luis Díaz,Midfielder,LIV,6.027365865937593,9.481177638749298,0.0,0.0,Has joined Bayern Munch permanently.,8.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375834826340113,0.7486937319913991,1.1182035330561328,1.913349002587766,1.8095361156682845,3.4538117728117044,,,,,,,0.0,0.0,Liverpool,38
Rhys,Williams,R.Williams,Defender,LIV,7.210454877545872,9.461782734772346,,,,3.7,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0411391394658036,1.5934377893718246,1.202420062045515,1.7397535041019248,1.6337043825608044,2.2513278572264745,,,,,,,0.0,0.0,Liverpool,38
Malick,Yalcouyé,Yalcouye,Midfielder,BHA,6.6077411043775784,9.453475320619342,0.0,0.0,Has joined Swansea City on loan for the rest of the season.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42125591576449367,0.6120965571968755,1.1140236565713892,1.4609530488997966,2.9994119259450236,2.8457342162417634,,,,,,,0.0,0.0,Brighton,38
Enzo,Barrenechea,Barrenechea,Midfielder,AVL,6.983674517413107,9.414696448231485,0.0,0.0,Season-long loan to Benfica,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4151766867304709,0.7583258755903589,1.5026499211201276,1.4835903888275364,2.823931645144613,2.4310219308183783,,,,,,,0.0,0.0,Aston Villa,38
Lewis,Dobbin,Dobbin,Midfielder,AVL,6.983674517413107,9.414696448231485,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4151766867304709,0.7583258755903589,1.5026499211201276,1.4835903888275364,2.823931645144613,2.4310219308183783,,,,,,,0.0,0.0,Aston Villa,38
Airidas,Golambeckis,Golambeckis,Defender,WHU,7.256095608918834,9.407335772981355,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0328733092593196,1.79248905536443,1.1908307781908727,1.625806151646872,1.6140963144573406,2.1512401640625223,,,,,,,0.0,0.0,West Ham,38
James,Rowswell,Rowswell,Defender,TOT,7.398985575163307,9.400506299350106,,,,4.0,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199790459793183,1.765098977783277,1.201638831307801,1.7745837720063302,1.6376849480865796,2.001520724186798,,,,,,,0.0,0.0,Spurs,38
Wellity,Lucky,Lucky,Defender,LIV,7.251724217135068,9.396204192194041,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0328733092593196,1.79248905536443,1.1908307781908727,1.625806151646872,1.6097249226735753,2.1444799750589736,,,,,,,0.0,0.0,Liverpool,38
